0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, 44, 4, 1, 0, 0, 0, 0.5, 0, 0, 0, 0, 1, 0, 0, -1, 39, 1, 0.5522105867989932
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, -1, -1, -1, -1, 44, 4, 1, 0, 0, 0, 0.5, 0, 0, 0, 0, 1, 0, 0, -1, 12, 1, 0.5522105867989932
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, -1, -1, -1, -1, -1, 44, 4, 1, 0, 0, 0, 0.5, 0, 0, 0, 0, 1, 0, 0, -1, 41, 1, 0.5522105867989932
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 1, -1, -1, -1, -1, -1, 44, 4, 1, 0, 0, 0, 0.5, 0, 0, 0, 0, 1, 0, 0, -1, 10, 1, 0.5522105867989932
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 1, -1, -1, -1, -1, -1, 44, 4, 1, 0, 0, 0, 0.5, 0, 0, 0, 0, 1, 0, 0, -1, 38, 1, 0.5522105867989932
0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -1, 1, -1, -1, -1, -1, -1, 44, 4, 1, 0, 0, 0, 0.5, 0, 0, 0, 0, 1, 0, 0, -1, 9, 1, 0.5522105867989932
0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, 1, 0, 1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -1, 1, -1, -1, -1, -1, -1, 44, 4, 1, 0, 0, 0, 0.5, 0, 0, 0, 0, 1, 0, 0, -1, 11, 1, 0.5522105867989932
0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, 1, 1, 1, 0, -1, 0, 0, 0, 0, -1, -1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -1, 1, -1, -1, -1, -1, -1, 44, 4, 1, 0, 0, 0, 0.5, 0, 0, 0, 0, 1, 0, 0, -1, 22, 1, 0.5522105867989932
0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, 1, 1, 1, 0, -1, 0, 0, 0, -1, -1, -1, 0, 1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -1, 1, -1, -1, -1, -1, -1, 44, 4, 1, 0, 0, 0, 0.5, 0, 0, 0, 0, 1, 0, 0, -1, 25, 1, 0.5522105867989932
0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 1, 1, 1, 1, 0, -1, 0, 0, 0, -1, -1, -1, 0, 1, -1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -1, 1, -1, -1, -1, -1, -1, 44, 4, 1, 0, 0, 0, 0.5, 0, 0, 0, 0, 1, 0, 0, -1, 21, 1, 0.5522105867989932
